scheme_code,scheme_name
102036,Tata Large Cap Fund- Regular Plan - Payout of IDCW Option
102046,Tata Gilt Retirement Plan (28/2/25) - Payout of IDCW Option
102053,SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH
102054,SBI Magnum Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
102107,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN (G)
102108,Franklin India Life Stage Fund of Funds - 20's Plan - IDCW
102109,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (G)
102110,Franklin India Life Stage Fund of Funds - 30's Plan - IDCW
102111,Franklin India Life Stage Fund of Funds - 40's Plan - IDCW
102112,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 40S PLAN (G)
102113,Franklin India Life Stage Fund of Funds - 50's Plus Plan - IDCW
102114,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (G)
102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
102133,ICICI Prudential Multi Sector Passive FOF - Growth
102134,ICICI Prudential Multi Sector Passive FOF - IDCW
102135,ICICI Prudential Thematic Advantage Fund (FOF) - Growth
102136,ICICI Prudential Thematic Advantage Fund (FOF) - IDCW
102137,ICICI Prudential Dynamic Asset Allocation Active FOF - Growth
102138,ICICI Prudential Dynamic Asset Allocation Active FOF - IDCW
102139,ICICI Prudential Income Plus Arbitrage Omni FOF - Growth
102140,ICICI Prudential Income plus Arbitrage Omni FOF - IDCW
102141,ICICI Prudential Diversified Debt Strategy Active FOF - Growth
102142,Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth)
102143,ICICI Prudential Diversified Debt Strategy Active FOF - IDCW
102147,HDFC Hybrid Debt Fund - Growth Plan
102148,HDFC Hybrid Debt Fund - IDCW Monthly
102149,HDFC Hybrid Debt Fund - IDCW Quarterly
102172,Nippon India Conservative Hybrid  Fund-Growth Plan
102173,NIPPON INDIA CONSERVATIVE HYBRID  FUND - MONTHLY IDCW Option
102174,NIPPON INDIA CONSERVATIVE HYBRID  FUND - QUARTERLY IDCW Option
102205,SBI Dynamic Bond Fund - REGULAR PLAN - Growth
102206,SBI Dynamic Bond Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
102251,HSBC Flexi Cap Fund - Regular IDCW
102252,HSBC Flexi Cap Fund - Regular Growth
102260,HSBC Conservative Hybrid Fund - Regular Monthly IDCW
102261,HSBC Conservative Hybrid Fund - Regular Quarterly IDCW
102262,HSBC Conservative Hybrid Fund - Regular Growth
102266,UTI Children's Equity Fund - Regular Plan - IDCW
102267,UTI Children's Equity Fund - Regular Plan - Growth Option
102272,SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH
102273,SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
102326,Tata Mid Cap Fund-Regular Plan - IDCW Option
102328,Tata Mid Cap Fund Regular Plan- Growth Option
102330,ICICI Prudential Regular Savings Fund - Plan - Growth
102331,ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW
102393,UTI Mid Cap Fund - Regular Plan - IDCW
102394,UTI Mid Cap Fund-Growth Option
102395,UTI Infrastructure Fund-Growth Option
102396,UTI Infrastructure Fund - Regular Plan - IDCW
102397,UTI Transportation and Logistics Fund - Regular Plan - IDCW
102398,UTI-Transportation and Logistics  Fund-Growth Option
102401,UTI Banking and Financial Services Fund - Regular Plan - Growth Option
102402,UTI Banking and Financial Services Fund - Regular Plan - IDCW
102414,SBI CONTRA FUND - REGULAR PLAN -GROWTH
102428,Tata Value Fund Regular Plan - Payout of IDCW-Option B(10%)
102431,Nippon India Pharma Fund-Growth Plan-Growth Option
102432,Nippon India Pharma Fund-Growth Plan-Bonus Option
102433,NIPPON INDIA PHARMA FUND - IDCW Option
102434,DSP India T.I.G.E.R. Fund - Regular Plan - Growth
102435,DSP India T.I.G.E.R. Fund - Regular Plan - IDCW
102442,Franklin India Liquid Fund - Institutional Plan - Weekly - IDCW
102443,Franklin India Liquid Fund - Institutional Plan - Daily - IDCW
102448,DSP Regular Savings Fund- Regular Plan - Growth
102450,DSP Regular Savings Fund - Regular Plan - IDCW - Monthly
102451,DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly
102452,HDFC Low Duration  Fund - Growth
102453,HDFC Low Duration  Fund - Weekly IDCW
102503,SBI  SAVINGS FUND - REGULAR PLAN - GROWTH
102504,SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
102505,SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH
102506,SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
102509,UTI Gilt Fund - Regular Plan - IDCW
102510,UTI - GILT FUND - Regular Plan - Growth Option
102511,UTI - GILT FUND -Discontinued PF Plan -Dividend Option
102512,UTI - GILT FUND - Discontinued PF Plan - Growth Option
102514,UTI - GILT FUND - Discontinued PF Plan Prescribed Date Auto Redemption Option
102528,ICICI Prudential MidCap Fund - Growth
102529,ICICI Prudential MidCap Fund - IDCW
102531,UTI Ultra Short Duration Fund - Regular Plan - Weekly IDCW (Reinvestment)
102532,UTI Ultra Short Duration Fund - Regular Plan - Growth Option
102533,UTI Conservative Hybrd Fund - Regular Plan - Monthly Payment Option
102534,UTI Conservative Hybrid Fund - Regular Plan - Flexi IDCW
102535,UTI Conservative Hybrid Fund - Regular Plan - Growth Option
102536,UTI Conservative Hybrid Fund - Regular Plan - Monthly IDCW
102538,UTI Low Duration Fund - Discontinued - Annaul Dividend Option
102539,UTI Low Duration Fund - Discontinued Bonus Option
102540,UTI Low Duration Fund - Discontinued Growth Option
102541,UTI Low Duration Fund - Discontinued - Quarterly Dividend Option
102544,UTI Low Duration Fund - Regular Plan - Growth Option
102545,UTI Low Duration Fund - Regular Plan - Bonus Option
102546,Franklin India Life Stage Fund Of Funds - 50's Plus Floating Rate Plan - IDCW
102547,Franklin India Life Stage Fund of Funds - The 50s Plus Flo (Gro)
102573,Kotak Multi Asset Omni FOF - Payout of Income Distribution cum capital withdrawal option
102574,Kotak Multi Asset Omni FOF - Growth- Regular
102591,Kotak Savings Fund -Growth
102592,Kotak Savings Fund -Monthly Payout of Income Distribution cum capital withdrawal option
102594,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Growth
102595,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - IDCW
102661,BARODA CONSERVATIVE HYBRID FUND - Plan A - Growth Option
102662,BARODA CONSERVATIVE HYBRID FUND - Plan A - Monthly IDCW Option
102663,BARODA CONSERVATIVE HYBRID FUND - Plan A - Quarterly IDCW Option
102672,Tata Liquid Fund -Regular Plan - Growth Option
102673,Nippon India Floater Fund - Growth Plan-Growth Option
102675,NIPPON INDIA FLOATER FUND - MONTHLY IDCW Option
102676,NIPPON INDIA FLOATER FUND - DAILY IDCW REINVESTMENT Option
102677,NIPPON INDIA FLOATER FUND - WEEKLY IDCW Option
102741,ICICI Prudential Medium Term Bond Fund - Growth
102751,Nippon India Consumption Fund-Growth Plan-Growth Option
102752,Nippon India Consumption Fund-Growth Plan-Bonus Option
102753,NIPPON INDIA CONSUMPTION FUND - IDCW Option
102756,SBI FOCUSED FUND - REGULAR PLAN -GROWTH
102760,HDFC Focused Fund - GROWTH PLAN
102761,HDFC Focused Fund - IDCW PLAN
102765,SBI Focused Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
102766,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW
102767,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan
102823,SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN -GROWTH
102846,Nippon India Balanced Advantage Fund-Growth Plan-Growth Option
102847,Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option
102848,NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option
102849,Nippon India Dynamic Bond Fund-Growth Plan-Growth Option
102851,NIPPON INDIA DYNAMIC BOND FUND - IDCW Option
102860,SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
102874,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option
102875,Kotak-Small Cap Fund - Growth
102883,Franklin India Large & Mid Cap Fund - Growth Plan
102884,Franklin India Large & Mid Cap Fund - IDCW
102885,SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth
102913,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION
102914,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)
102915,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment)
102920,CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - GROWTH OPTION
102921,CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)
102941,SBI MIDCAP FUND - REGULAR PLAN - GROWTH
102942,SBI Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
102947,HDFC Hybrid Equity Fund - IDCW Plan
102948,HDFC Hybrid Equity Fund - Growth Plan
103024,SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth
103025,UTI Dividend Yield Fund - Regular Plan - IDCW
103026,UTI-Dividend Yield Fund.-Growth
103034,SBI MNC FUND - REGULAR PLAN -GROWTH
103039,Kotak Contra Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option
103040,Kotak Contra Fund - Regular Plan - Growth
103048,Nippon India Money Market Fund-Growth Plan-Growth Option
103050,NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option
103051,NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option
103052,NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option
103085,Nippon India Value Fund- Growth Plan
103086,NIPPON INDIA VALUE FUND - IDCW Option
103097,UTI Value Fund - Regular Plan - IDCW
103098,UTI Value Fund - Regular Plan - Growth Option
103110,Aditya Birla Sun Life Consumption Fund -Regular - IDCW
103111,Aditya Birla Sun Life Consumption Fund-Growth Option
103114,SBI MNC Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
103130,HDFC Multi-Asset Fund - IDCW Option
103131,HDFC Multi-Asset Fund - Growth Option
103140,SBI Overnight Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
103145,SBI COMMA Fund - REGULAR PLAN - Growth
103146,SBI Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
103149,ICICI Prudential Infrastructure Fund - Growth
103150,ICICI Prudential Infrastructure Fund - IDCW
103151,Franklin India Opportunities Fund - Growth
103154,Aditya Birla Sun Life Equity Hybrid'95 Fund -Regular - IDCW
103155,Aditya Birla Sun Life Equity Hybrid'95 Fund - Regular Plan-Growth
103158,Tata Treasury Advantage Fund Regular Plan - Weekly Payout of IDCW Option
103159,Tata Treasury Advantage Fund - Regular Plan - Growth Option
103160,Tata Treasury Advantage Fund Regular Plan - Daily Reinvestment of IDCW Option
103164,Aditya Birla Sun Life ELSS Tax Saver Fund-Regular - IDCW
103165,Aditya Birla Sun Life Flexi Cap Fund -Regular - IDCW
103166,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan
103167,Aditya Birla Sun Life Digital India Fund -Regular - IDCW
103168,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan
103173,Aditya Birla Sun Life Large Cap Fund-Regular - IDCW
103174,Aditya Birla Sun Life Large Cap Fund-Growth
103176,Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth
103178,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan
103183,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW
103191,Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW
103192,Aditya Birla Sun Life Low Duration Fund - Growth Plan
103193,Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW
103195,Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth
103196,Nippon India Tax Saver (ELSS) Fund-Growth Plan-Growth Option
103197,NIPPON INDIA TAX SAVER (ELSS) FUND - IDCW Option
103215,SBI Flexicap Fund - REGULAR PLAN -Growth Option
103216,SBI Flexicap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
103225,quant Liquid Fund - Growth Option - Regular Plan
103226,quant Liquid Fund-Daily IDCW Option - Regular Plan
103227,quant Liquid Fund - Weekly IDCW Option - Regular Plan
103228,quant Liquid Fund - Monthly IDCW Option - Regular Plan
103233,Kotak Large & Midcap Fund - IDCW-Regular
103234,Kotak Large & Midcap Fund - Growth-Regular
103308,Aditya Birla Sun Life Focused Fund -Regular - IDCW
103309,Aditya Birla Sun Life Focused Fund -Growth Option
103312,ICICI Prudential Exports & Services Fund - Growth
103313,ICICI Prudential Exports & Services Fund - IDCW
103338,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option
103339,Kotak ELSS Tax Saver Fund-Growth
103340,ICICI Prudential Liquid Fund - Growth
103341,ICICI Prudential Liquid Fund -Monthly IDCW
103342,ICICI Prudential Liquid Fund - Weekly IDCW
103343,ICICI Prudential Liquid Fund - Daily IDCW
103347,DSP Liquidity Fund - Regular Plan - Growth
103348,DSP Liquidity Fund - Regular Plan - IDCW - Weekly
103349,DSP Liquidity Fund- Regular Plan - IDCW - Daily
103360,Franklin India Small Cap Fund-Growth
103361,Franklin India Small Cap Fund - IDCW
103389,CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)
103390,CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION
103400,SBI Multi Asset Allocation Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
103401,SBI Multi Asset Allocation Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
103408,SBI MULTI ASSET ALLOCATION FUND - REGULAR PLAN - GROWTH
103409,SBI Multi Asset Allocation Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)
103475,Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW
103476,Aditya Birla Sun Life Infrastructure Fund-Growth
103490,Quantum Value Fund - Direct Plan Growth Option
103491,Quantum Value Fund - Direct Plan IDCW
103504,SBI Large Cap FUND-REGULAR PLAN GROWTH
103616,SBI Large Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
103633,ICICI Prudential Money Market Fund Option - Growth
103634,ICICI Prudential Money Market Fund Option - Daily IDCW
103635,ICICI Prudential Money Market Fund Option - Weekly IDCW
103636,ICICI Prudential Money Market Fund Option -Fortnightly IDCW
103637,ICICI Prudential Money Market Fund Option - Monthly IDCW
103678,Franklin India Dividend Yield Fund-Growth Plan
103679,Franklin India Dividend Yield Fund - IDCW
103734,Quantum Liquid Fund - Direct Plan Growth Option
103735,Quantum Liquid Fund - Direct Plan Monthly IDCW
103736,Quantum Liquid Fund - Direct Plan Daily IDCW
103743,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
103780,JM Arbitrage Fund (Regular) - Growth Option
103781,JM Arbitrage Fund (Regular) - IDCW
103819,DSP Large & Mid Cap Fund - Regular Plan - Growth
103820,DSP Large & Mid Cap Fund - Regular Plan - IDCW
103883,SBI ELSS Tax Saver Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
103884,SBI Magnum Ultra Short Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
103885,Aditya Birla Sun Life Liquid Fund -Regular - IDCW
104074,UTI Arbitrage Fund - Regular Plan - IDCW
104075,UTI Arbitrage Fund - Regular Plan - Growth Option
104138,DSP Ultra Short Fund - Regular Plan - Growth
104139,DSP Ultra Short Fund - Regular Plan - IDCW - Weekly Reinvest
104140,DSP Ultra Short Fund - Regular Plan - IDCW - Daily Reinvest
104308,ICICI Prudential Liquid Fund - Half Yearly IDCW
104331,Aditya Birla Sun Life Tax Plan - Regular Plan - Growth Option
104342,HSBC Low Duration Fund - Daily IDCW
104343,HSBC Low Duration Fund - Weekly IDCW
104344,HSBC Low Duration Fund  - Growth
104348,HSBC Low Duration Fund - Regular Monthly IDCW
104350,HSBC Low Duration Fund  - Regular - Growth
104351,HSBC Low Duration Fund - Regular Monthly IDCW
104352,HSBC Low Duration Fund - Regular Monthly IDCW
104429,HSBC Short Duration Fund - Closed (Direct - Monthly IDCW)
104457,SBI Arbitrage Opportunities Fund - Regular Plan - Gr
104458,SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
104481,DSP Midcap Fund - Regular Plan - Growth
104482,DSP Midcap Fund - Regular Plan - IDCW
104484,Invesco India Liquid Fund - Daily IDCW (Reinvestment)
104485,Invesco India Liquid Fund - Weekly IDCW (Reinvestment)
104486,Invesco India Liquid Fund - Growth
104488,Invesco India Liquid Fund - Regular - Growth
104489,Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment)
104492,Invesco India Liquid Fund - Monthly IDCW (Payout / Reinvestment)
104513,quant Large & Mid Cap Fund - Growth Option
104514,quant Large & Mid Cap Fund - IDCW Option - Regular Plan
104515,quant Large & Mid Cap Fund - Bonus Option - Regular Plan
104523,SBI ESG Exclusionary Strategy Fund - Regular Plan - Growth
104559,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment)
104635,Invesco India ELSS Tax Saver Fund - Regular Plan - IDCW Payout
104636,Invesco India ELSS Tax Saver Fund - Regular Plan - Growth
104637,Nippon India Focused Fund -Growth Plan -Growth Option
104638,NIPPON INDIA FOCUSED  FUND - IDCW OPTION
104681,ICICI Prudential Equity Arbitrage Fund - IDCW
104683,ICICI Prudential Equity Arbitrage Fund - Growth
104685,ICICI Prudential Balanced Advantage Fund - Growth
104686,ICICI Prudential Balanced Advantage Fund - IDCW
104706,HSBC Tax Saver Equity Fund - IDCW
104707,HSBC Tax Saver Equity Fund - Growth
104722,Invesco India Low Duration Fund - Regular - Weekly IDCW (Reinvestment)
104723,Invesco India Low Duration Fund - Regular - Monthly IDCW (Reinvestment)
104725,Invesco India Low Duration Fund - Weekly IDCW (Payout / Reinvestment)
104726,Invesco India Low Duration Fund - Growth
104728,Invesco India Low Duration Fund - Regular - Growth
104729,Invesco India Low Duration Fund - Monthly IDCW (Payout / Reinvestment)
104772,DSP ELSS Tax Saver Fund - Regular Plan - Growth
104773,DSP ELSS Tax Saver Fund - Regular Plan - IDCW
104907,Kotak Midcap Fund - Regular Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option
104908,Kotak Midcap Fund - Regular Plan - Growth
105000,Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
105001,Sundaram Large and Midcap Fund Regular Plan - Growth
105024,Invesco India Low Duration Fund - Regular Daily IDCW (Reinvestment)
105025,Invesco India Low Duration Fund - Daily IDCW (Reinvestment)
